eventDate ,eventID,occurrenceID ,decimalLatitude ,decimalLongitude ,eventTime ,habitat ,samplingProtocol ,scientificName ,taxonRank ,scientificNameID ,scientificNameAuthorship ,kingdom ,phylum ,class ,order ,family ,genus , measurementType , measurementUnit ,measurementValue
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Hyas coarctatus,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Hyas coarctatus,Species,urn:lsid:marinespecies.org:taxname:107323,"Leach, 1815",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,abundance,Individuals per 1000 square meter,6.678
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Latisipho hypolispus,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Latisipho hypolispus,Species,urn:lsid:marinespecies.org:taxname:491062,"Dall, 1891",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Latisipho,abundance,Individuals per 1000 square meter,3.339
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Leptasterias (Hexasterias) polaris katherinae,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Leptasterias (Hexasterias) polaris katherinae,Species,urn:lsid:marinespecies.org:taxname:379157,"Gray, 1840",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,abundance,Individuals per 1000 square meter,13.356
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Leptasterias arctica,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Leptasterias arctica,Species,urn:lsid:marinespecies.org:taxname:369158,"Murdoch, 1885",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,abundance,Individuals per 1000 square meter,3.339
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Leptasterias groenlandica,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Leptasterias groenlandica,Species,urn:lsid:marinespecies.org:taxname:369176,"Steenstrup in Lutken, 1857",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,abundance,Individuals per 1000 square meter,36.728
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Neoiphinoe coronata,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Neoiphinoe coronata,Species,urn:lsid:marinespecies.org:taxname:576321,"A. Gould, 1860",Animalia,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Neoiphinoe,abundance,Individuals per 1000 square meter,3.339
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Neptunea heros,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Neptunea heros,Species,urn:lsid:marinespecies.org:taxname:254479,"J. E. Gray, 1850",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,abundance,Individuals per 1000 square meter,13.356
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Onisimus,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Onisimus,Genus,urn:lsid:marinespecies.org:taxname:101631,"Boeck, 1871",Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae,Onisimus,abundance,Individuals per 1000 square meter,20.033
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Ophiura sarsii,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ophiura sarsii,Species,urn:lsid:marinespecies.org:taxname:124934,"Lütken, 1855",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,abundance,Individuals per 1000 square meter,534.227
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Pagurus capillatus,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pagurus capillatus,Species,urn:lsid:marinespecies.org:taxname:254489,"Benedict, 1892",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,abundance,Individuals per 1000 square meter,36.728
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Pagurus trigonocheirus,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pagurus trigonocheirus,Species,urn:lsid:marinespecies.org:taxname:254490,"Stimpson, 1858",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,abundance,Individuals per 1000 square meter,16.695
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Quasimelita formosa,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Quasimelita formosa,Species,urn:lsid:marinespecies.org:taxname:423709,"Murdoch, 1885",Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Quasimelita,abundance,Individuals per 1000 square meter,70.117
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Serripes groenlandicus,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Serripes groenlandicus,Species,urn:lsid:marinespecies.org:taxname:582749,"Mohr, 1786",Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Serripes,abundance,Individuals per 1000 square meter,6.678
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Spirontocaris,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Spirontocaris,Genus,urn:lsid:marinespecies.org:taxname:106994,"Spence Bate, 1888",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,abundance,Individuals per 1000 square meter,1.669
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Stegocephalidae,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Stegocephalidae,Family,urn:lsid:marinespecies.org:taxname:101408,"Dana, 1852",Animalia,Arthropoda,Malacostraca,Amphipoda,Stegocephalidae,NA,abundance,Individuals per 1000 square meter,6.678
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Stomphia,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Stomphia,Genus,urn:lsid:marinespecies.org:taxname:100716,"Gosse, 1859",Animalia,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Stomphia,abundance,Individuals per 1000 square meter,113.523
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Synidotea,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Synidotea,Genus,urn:lsid:marinespecies.org:taxname:118456,"Harger, 1878",Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,abundance,Individuals per 1000 square meter,3.339
9/29/2023,SKQ202312S-DBO3.6,SKQ202312S-DBO3.6-Tachyrhynchus erosus,67.891396,-168.228429,6:26:03,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Tachyrhynchus erosus,Species,urn:lsid:marinespecies.org:taxname:196391,"Couthouy, 1838",Animalia,Mollusca,Gastropoda,Caenogastropoda,Turritellidae,Tachyrhynchus,abundance,Individuals per 1000 square meter,6.678
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Actiniaria,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Actiniaria,Order,urn:lsid:marinespecies.org:taxname:1360,"Hertwig, 1882",Animalia,Cnidaria,Anthozoa,Actiniaria,NA,NA,abundance,Individuals per 1000 square meter,265.606
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Ampharetidae,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ampharetidae,Family,urn:lsid:marinespecies.org:taxname:981,"Malmgren, 1866",Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,NA,abundance,Individuals per 1000 square meter,3.589
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Anonyx,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Anonyx,Genus,urn:lsid:marinespecies.org:taxname:101592,"Krøyer, 1838",Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae,Anonyx,abundance,Individuals per 1000 square meter,5.384
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Argis,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Argis,Genus,urn:lsid:marinespecies.org:taxname:107006,"Krøyer, 1843",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,abundance,Individuals per 1000 square meter,5.384
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Arrhis luthkei,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Arrhis luthkei,Species,urn:lsid:marinespecies.org:taxname:423163,"Gurjanova, 1936",Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Arrhis,abundance,Individuals per 1000 square meter,7.179
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Balanus crenatus,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Balanus crenatus,Species,urn:lsid:marinespecies.org:taxname:106215,"Bruguière, 1789",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,abundance,Individuals per 1000 square meter,NA
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Buccinum polare,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Buccinum polare,Species,urn:lsid:marinespecies.org:taxname:138873,"Gray, 1839",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,abundance,Individuals per 1000 square meter,23.33
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Buccinum scalariforme,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Buccinum scalariforme,Species,urn:lsid:marinespecies.org:taxname:138875,"Møller, 1842",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,abundance,Individuals per 1000 square meter,1.795
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Buccinum solenum,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Buccinum solenum,Species,urn:lsid:marinespecies.org:taxname:490864,"Mörch, 1869",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,abundance,Individuals per 1000 square meter,5.384
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Chionoecetes opilio,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Chionoecetes opilio,Species,urn:lsid:marinespecies.org:taxname:107315,"Fabricius, 1788",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,abundance,Individuals per 1000 square meter,348.159
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Cistenides hyperborea,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Cistenides hyperborea,Species,urn:lsid:marinespecies.org:taxname:157317,"Malmgren, 1866",Animalia,Annelida,Polychaeta,Terebellida,Pectiriidae,Cistenides,abundance,Individuals per 1000 square meter,1.795
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Crangon dalli,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Crangon dalli,Species,urn:lsid:marinespecies.org:taxname:254486,"Rathbun, 1902",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,abundance,Individuals per 1000 square meter,8.973
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Cryptonatica affinis,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Cryptonatica affinis,Species,urn:lsid:marinespecies.org:taxname:140525,"Gmelin, 1791",Animalia,Mollusca,Gastropoda,Littorinimorpha,Ticidae,Cryptonatica,abundance,Individuals per 1000 square meter,272.784
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Eualus,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eualus,Genus,urn:lsid:marinespecies.org:taxname:106986,"Thallwitz, 1891",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,abundance,Individuals per 1000 square meter,16.152
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Eualus gaimardii ,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eualus gaimardii ,Species,urn:lsid:marinespecies.org:taxname:107504,"H. Milne Edwards, 1837",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,abundance,Individuals per 1000 square meter,25.125
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Eualus macilentus,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eualus macilentus,Species,urn:lsid:marinespecies.org:taxname:158359,"Krøyer, 1841",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,abundance,Individuals per 1000 square meter,23.33
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Euspira pallida,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Euspira pallida,Species,urn:lsid:marinespecies.org:taxname:140536,"Broderip & G. B. Sowerby I, 1829",Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,abundance,Individuals per 1000 square meter,3.589
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Harmothoe imbricata,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Harmothoe imbricata,Species,urn:lsid:marinespecies.org:taxname:130769,"Linnaeus, 1767",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,abundance,Individuals per 1000 square meter,1.795
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Hyas coarctatus,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Hyas coarctatus,Species,urn:lsid:marinespecies.org:taxname:107323,"Leach, 1815",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,abundance,Individuals per 1000 square meter,3.589
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Labidochirus splendescens,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Labidochirus splendescens,Species,urn:lsid:marinespecies.org:taxname:248348,"Owen, 1839",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Labidochirus,abundance,Individuals per 1000 square meter,10.768
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Leptasterias (Hexasterias) polaris katherinae,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Leptasterias (Hexasterias) polaris katherinae,Species,urn:lsid:marinespecies.org:taxname:379157,"Gray, 1840",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,abundance,Individuals per 1000 square meter,21.536
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Leptasterias groenlandica,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Leptasterias groenlandica,Species,urn:lsid:marinespecies.org:taxname:369176,"Steenstrup in Lutken, 1857",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,abundance,Individuals per 1000 square meter,37.687
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Myriotrochus rinkii,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Myriotrochus rinkii,Species,urn:lsid:marinespecies.org:taxname:124446,"Steenstrup, 1851",Animalia,Echinodermata,Holothuroidea,Apodida,Myriotrochidae,Myriotrochus,abundance,Individuals per 1000 square meter,7.179
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Nemertea,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Nemertea,Phylum,urn:lsid:marinespecies.org:taxname:152391,NA,Animalia,Nemertea,NA,NA,NA,NA,abundance,Individuals per 1000 square meter,8.973
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Nymphon,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Nymphon,Genus,urn:lsid:marinespecies.org:taxname:134591,"Fabricius, 1794",Animalia,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Nymphon,abundance,Individuals per 1000 square meter,3.589
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Onisimus,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Onisimus,Genus,urn:lsid:marinespecies.org:taxname:101631,"Boeck, 1871",Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae,Onisimus,abundance,Individuals per 1000 square meter,1.795
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Ophelina acuminata,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ophelina acuminata,Species,urn:lsid:marinespecies.org:taxname:130500,"Örsted, 1843",Animalia,Annelida,Polychaeta,NA,Opheliidae,Ophelina,abundance,Individuals per 1000 square meter,1.795
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Ophiura robusta,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ophiura robusta,Species,urn:lsid:marinespecies.org:taxname:124933,"Ayres, 1852",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,abundance,Individuals per 1000 square meter,1.795
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Ophiura sarsii,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ophiura sarsii,Species,urn:lsid:marinespecies.org:taxname:124934,"Lütken, 1855",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,abundance,Individuals per 1000 square meter,1.795
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Pagurus capillatus,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pagurus capillatus,Species,urn:lsid:marinespecies.org:taxname:254489,"Benedict, 1892",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,abundance,Individuals per 1000 square meter,19.741
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Pagurus trigonocheirus,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pagurus trigonocheirus,Species,urn:lsid:marinespecies.org:taxname:254490,"Stimpson, 1858",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,abundance,Individuals per 1000 square meter,14.357
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Phyllodoce groenlandica,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Phyllodoce groenlandica,Species,urn:lsid:marinespecies.org:taxname:334506,"Örsted, 1842",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,abundance,Individuals per 1000 square meter,1.795
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Quasimelita formosa,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Quasimelita formosa,Species,urn:lsid:marinespecies.org:taxname:423709,"Murdoch, 1885",Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Quasimelita,abundance,Individuals per 1000 square meter,16.152
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Serripes groenlandicus,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Serripes groenlandicus,Species,urn:lsid:marinespecies.org:taxname:582749,"Mohr, 1786",Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Serripes,abundance,Individuals per 1000 square meter,3.589
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Stegophiura nodosa,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Stegophiura nodosa,Species,urn:lsid:marinespecies.org:taxname:124943,"Lütken, 1855",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Stegophiura,abundance,Individuals per 1000 square meter,28.714
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Stomphia,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Stomphia,Genus,urn:lsid:marinespecies.org:taxname:100716,"Gosse, 1859",Animalia,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Stomphia,abundance,Individuals per 1000 square meter,77.169
9/29/2023,SKQ202312S-DBO3.8,SKQ202312S-DBO3.8-Tachyrhynchus erosus,67.672017,-168.953017,23:50:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Tachyrhynchus erosus,Species,urn:lsid:marinespecies.org:taxname:196391,"Couthouy, 1838",Animalia,Mollusca,Gastropoda,Caenogastropoda,Turritellidae,Tachyrhynchus,abundance,Individuals per 1000 square meter,7.179
10/1/2023,SKQ202312S-DBO3.2,SKQ202312S-DBO3.2-Arctolembos arcticus,68.247231,-167.138723,7:02:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Arctolembos arcticus,Species,urn:lsid:marinespecies.org:taxname:102014,"Hansen, 1888",Animalia,Arthropoda,Malacostraca,Amphipoda,Aoridae,Arctolembos,abundance,Individuals per 1000 square meter,5.481
10/1/2023,SKQ202312S-DBO3.2,SKQ202312S-DBO3.2-Argis,68.247231,-167.138723,7:02:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Argis,Genus,urn:lsid:marinespecies.org:taxname:107006,"Krøyer, 1843",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,abundance,Individuals per 1000 square meter,32.886
10/1/2023,SKQ202312S-DBO3.2,SKQ202312S-DBO3.2-Asterias amurensis,68.247231,-167.138723,7:02:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Asterias amurensis,Species,urn:lsid:marinespecies.org:taxname:254497,"Lutken, 1871",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,abundance,Individuals per 1000 square meter,74.908
10/1/2023,SKQ202312S-DBO3.2,SKQ202312S-DBO3.2-Beringius behringii,68.247231,-167.138723,7:02:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Beringius behringii,Species,urn:lsid:marinespecies.org:taxname:160112,"Middendorff, 1848",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Beringius,abundance,Individuals per 1000 square meter,1.827
10/1/2023,SKQ202312S-DBO3.2,SKQ202312S-DBO3.2-Bryozoa,68.247231,-167.138723,7:02:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Bryozoa,Phylum,urn:lsid:marinespecies.org:taxname:146142,NA,Animalia,Bryozoa,NA,NA,NA,NA,abundance,Individuals per 1000 square meter,NA
10/1/2023,SKQ202312S-DBO3.2,SKQ202312S-DBO3.2-Chelyosoma macleayanum,68.247231,-167.138723,7:02:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Chelyosoma macleayanum,Species,urn:lsid:marinespecies.org:taxname:103740,"Broderip & Sowerby, 1830",Animalia,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Chelyosoma,abundance,Individuals per 1000 square meter,42.021
10/1/2023,SKQ202312S-DBO3.2,SKQ202312S-DBO3.2-Chionoecetes opilio,68.247231,-167.138723,7:02:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Chionoecetes opilio,Species,urn:lsid:marinespecies.org:taxname:107315,"Fabricius, 1788",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,abundance,Individuals per 1000 square meter,29.232
10/1/2023,SKQ202312S-DBO3.2,SKQ202312S-DBO3.2-Crangon dalli,68.247231,-167.138723,7:02:18,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Crangon dalli,Species,urn:lsid:marinespecies.org:taxname:254486,"Rathbun, 1902",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,abundance,Individuals per 1000 square meter,5.481
